station,datetime,report
VABB,151200Z,26007KT 3000 VCSH FEW012 SCT018 FEW025TCU BKN090 28/28 Q1005 TEMPO 1500 SHRA=
VABB,151230Z,25008KT 3500 HZ SCT018 SCT025 BKN090 29/26 Q1006 NOSIG=
VABB,151300Z,26009KT 3500 HZ FEW018 SCT025 BKN100 29/25 Q1006 NOSIG=
VABB,151330Z,25009KT 3500 HZ FEW018 SCT025 BKN100 29/25 Q1006 NOSIG=
VABB,151400Z,25007KT 4000 BR FEW020 SCT100 29/25 Q1006 NOSIG=
VABB,151430Z,24009KT 4000 BR SCT020 SCT100 29/26 Q1006 NOSIG=
VABB,151500Z,23008KT 4000 HZ SCT020 SCT100 29/25 Q1006 NOSIG=
VABB,151530Z,24008KT 3500 HZ SCT018 SCT025 BKN090 29/26 Q1007 BECMG 3000 HZ=
VABB,151600Z,23006KT 3000 HZ SCT018 SCT025 BKN090 29/26 Q1007=
VABB,151630Z,23007KT 3000 HZ SCT018 SCT025 BKN090 29/25 Q1008 NOSIG=
VABB,151700Z,23005KT 3000 HZ SCT018 SCT025 BKN090 29/25 Q1008 NOSIG=
VABB,151730Z,24006KT 3000 HZ SCT018 SCT025 BKN090 29/26 Q1008 NOSIG=
VABB,151800Z,23007KT 3000 HZ SCT018 FEW025TCU BKN090 29/26 Q1007 NOSIG=
VABB,151830Z,22006KT 3000 HZ SCT018 FEW025TCU BKN090 29/26 Q1007 NOSIG=
VABB,151900Z,25006KT 3000 HZ SCT018 FEW025TCU BKN090 28/27 Q1007 NOSIG=
VABB,151930Z,24008KT 3000 HZ SCT018 FEW025TCU BKN090 28/26 Q1006 NOSIG=
VABB,152000Z,23008KT 3000 HZ SCT018 FEW025TCU BKN090 29/26 Q1006 NOSIG=
VABB,152030Z,24007KT 3000 HZ SCT018 FEW025TCU BKN090 28/26 Q1006 NOSIG=
VABB,152100Z,24011KT 2500 HZ SCT018 FEW025TCU BKN090 29/26 Q1006 NOSIG=
VABB,152130Z,25011KT 2500 HZ SCT018 FEW025TCU BKN090 29/26 Q1005 NOSIG=
VABB,152200Z,25008KT 2500 HZ SCT018 FEW025TCU BKN090 29/26 Q1005 NOSIG=
VABB,152230Z,24009KT 2500 -DZ SCT018 FEW025TCU BKN090 28/26 Q1005 TEMPO 1500 SHRA=
VABB,152300Z,24009KT 2500 HZ SCT018 FEW025TCU BKN090 28/25 Q1005 TEMPO 1500 SHRA=
VABB,152330Z,25008KT 2500 HZ SCT018 FEW025TCU BKN090 28/26 Q1005 NOSIG=
VABB,160000Z,24008KT 2500 HZ SCT018 FEW025TCU BKN090 28/26 Q1005 NOSIG=
VABB,160030Z,22010KT 2500 HZ SCT018 FEW025TCU BKN090 28/26 Q1005 TEMPO 1500 SHRA=
VABB,160100Z,22008KT 3000 HZ SCT018 FEW025TCU BKN090 28/25 Q1006 NOSIG=
VABB,160130Z,22009KT 3000 HZ SCT018 FEW025TCU BKN090 28/25 Q1006 NOSIG=
VABB,160200Z,23005KT 3000 HZ SCT018 FEW025TCU BKN090 28/26 Q1006 NOSIG=
VABB,160230Z,22004KT 3000 HZ SCT018 FEW025TCU BKN090 28/26 Q1006 NOSIG=
VABB,160300Z,23008KT 2500 VCSH FEW012 SCT018 FEW025TCU OVC090 29/26 Q1007 TEMPO 1500 SHRA=
VABB,160330Z,26008KT 2100 BR FEW012 SCT018 FEW025TCU OVC090 28/27 Q1007 NOSIG=
VABB,160400Z,25009KT 2500 HZ FEW012 SCT018 FEW025TCU BKN090 29/26 Q1007 NOSIG=
VABB,160430Z,26012KT 2500 HZ FEW012 SCT018 FEW025TCU BKN090 29/26 Q1007 NOSIG=
VABB,160500Z,26012KT 2500 HZ FEW012 SCT018 FEW025TCU BKN090 30/26 Q1007 NOSIG=
VABB,160530Z,25011KT 2500 HZ FEW012 SCT018 FEW025TCU BKN090 30/27 Q1007 NOSIG=
VABB,160600Z,24010KT 3000 HZ FEW012 SCT018 FEW025TCU OVC090 30/26 Q1007 NOSIG=
VABB,160630Z,26013KT 3000 HZ FEW012 SCT018 FEW025TCU OVC090 30/26 Q1007 NOSIG=
VABB,160700Z,26011KT 3000 HZ FEW012 SCT018 FEW025TCU OVC090 30/26 Q1007 NOSIG=
VABB,160730Z,26012KT 3000 VCSH FEW012 SCT018 FEW025TCU OVC090 30/26 Q1007 NOSIG=
VABB,160800Z,25013KT 3000 VCSH FEW012 SCT018 FEW025TCU OVC090 30/26 Q1006 NOSIG=
VABB,160830Z,25012KT 3000 VCSH FEW012 SCT018 FEW025TCU OVC090 30/26 Q1006 NOSIG=
VABB,160900Z,26012KT 3000 HZ FEW012 SCT018 FEW025TCU OVC090 30/26 Q1006 NOSIG=
VABB,160930Z,25007G17KT 3000 -DZ FEW012 SCT018 FEW025TCU OVC090 29/26 Q1006 TEMPO 1500 SHRA=
VABB,161000Z,25012KT 3000 VCSH FEW012 SCT018 FEW025TCU OVC080 30/26 Q1005 NOSIG=
VABB,161030Z,23010KT 3000 HZ FEW012 SCT018 FEW025TCU OVC080 28/27 Q1005 TEMPO 1500 SHRA=
VABB,161100Z,24009G19KT 3000 HZ FEW012 SCT018 FEW025TCU OVC080 29/27 Q1005 NOSIG=
VABB,161130Z,24013KT 3000 HZ FEW012 SCT018 FEW025TCU OVC080 30/27 Q1005 TEMPO 1500 SHRA=
VABB,161200Z,24010KT 3000 HZ FEW012 SCT018 FEW025TCU OVC090 29/26 Q1005 NOSIG=
VABB,161230Z,24008KT 1500 RA FEW012 SCT018 FEW025TCU OVC090 29/26 Q1005 TEMPO 0800 +RA=
VABB,161300Z,25009KT 2500 -DZ FEW012 SCT018 FEW025TCU OVC090 25/25 Q1005 TEMPO 1500 SHRA=
VABB,161330Z,24008KT 2500 HZ FEW012 SCT018 FEW025TCU OVC090 28/26 Q1005 TEMPO 1500 SHRA=
VABB,161400Z,23006KT 2500 HZ FEW012 SCT018 FEW025TCU OVC090 28/26 Q1005 NOSIG=
VABB,161430Z,24009KT 2500 HZ FEW012 SCT018 FEW025TCU OVC090 28/26 Q1005 NOSIG=
VABB,161500Z,24009KT 2500 HZ FEW012 SCT018 FEW025TCU OVC090 29/26 Q1006 TEMPO 1500 SHRA=
VABB,161530Z,24010KT 2500 HZ FEW012 SCT018 FEW025TCU OVC090 29/26 Q1006 NOSIG=
VABB,161600Z,24010KT 2500 HZ SCT018 BKN090 29/26 Q1006 NOSIG=
VABB,161630Z,24011KT 2500 HZ SCT018 SCT025 BKN100 29/26 Q1007 NOSIG=
VABB,161700Z,24011KT 2500 HZ SCT018 SCT025 BKN100 29/26 Q1007 NOSIG=
VABB,161730Z,23010KT 2500 HZ SCT018 SCT025 BKN100 29/26 Q1007 NOSIG=
VABB,161800Z,23011KT 2500 HZ SCT018 SCT025 BKN100 29/26 Q1007 NOSIG=
VABB,161830Z,24008KT 2500 HZ SCT018 SCT025 BKN100 29/26 Q1006 NOSIG=
VABB,161900Z,24009KT 2500 HZ SCT018 SCT100 29/26 Q1006 NOSIG=
VABB,161930Z,25010KT 2500 HZ SCT018 SCT100 29/26 Q1006 NOSIG=
VABB,162000Z,24008KT 2500 HZ SCT018 SCT100 29/25 Q1006 NOSIG=
VABB,162030Z,24010KT 2500 HZ SCT018 SCT100 29/26 Q1005 NOSIG=
VABB,162100Z,24010KT 2500 HZ SCT018 SCT100 28/26 Q1005 NOSIG=
VABB,162130Z,24010KT 2500 HZ SCT018 SCT100 28/26 Q1005 NOSIG=
VABB,162200Z,22009KT 2500 HZ FEW018 SCT025 BKN100 28/26 Q1004 NOSIG=
VABB,162230Z,23009KT 2500 HZ FEW018 SCT025 BKN100 28/26 Q1004 NOSIG=
VABB,162300Z,24009KT 2500 HZ FEW018 SCT025 BKN100 28/26 Q1004 NOSIG=
VABB,162330Z,22010G20KT 2500 BR SCT018 SCT025 BKN100 27/25 Q1005 NOSIG=
VABB,170000Z,22010KT 2500 BR SCT018 SCT025 BKN100 26/25 Q1005 NOSIG=
VABB,170030Z,23006KT 2500 BR FEW018 SCT025 BKN100 27/25 Q1005 NOSIG=
VABB,170100Z,21007KT 2500 BR FEW018 SCT025 BKN100 27/25 Q1005 BECMG 3000 BR=
VABB,170130Z,23007KT 3000 BR SCT018 BKN100 27/26 Q1005 NOSIG=
VABB,170200Z,22008KT 3000 BR SCT018 BKN100 28/26 Q1006 NOSIG=
VABB,170230Z,23010KT 3000 BR SCT018 BKN100 28/26 Q1006 NOSIG=
VABB,170300Z,24009KT 3000 BR SCT018 BKN100 29/26 Q1006 NOSIG=
VABB,170330Z,24012KT 3000 BR SCT020 BKN100 29/26 Q1006 NOSIG=
VABB,170400Z,26021G31KT 1500 RA FEW010 SCT015 FEW025TCU BKN090 25/24 Q1007 TEMPO 0800 SHRA=
VABB,170430Z,23010KT 2200 -DZ FEW012 SCT018 FEW025TCU BKN090 25/25 Q1007 TEMPO 1500 SHRA=
VABB,170500Z,24009KT 3000 VCSH FEW012 SCT018 FEW025TCU BKN090 28/27 Q1007 TEMPO 1500 SHRA=
VABB,170530Z,24010G20KT 3000 RA FEW012 SCT018 FEW025TCU OVC080 26/25 Q1007 TEMPO 1500 SHRA=
VABB,170600Z,24007KT 0800 R27/1000 +RA FEW012 SCT018 FEW025TCU OVC080 27/27 Q1006 TEMPO 0600 +SHRA=
VABB,170630Z,33012KT 2100 -DZ FEW010 SCT018 FEW025TCU OVC080 26/26 Q1006 TEMPO 1500 SHRA=
VABB,170700Z,27007KT 2100 VCSH FEW012 SCT018 FEW025TCU BKN090 27/27 Q1006 TEMPO 1500 SHRA=
VABB,170730Z,25011G21KT 2100 VCSH FEW012 SCT018 FEW025TCU BKN090 30/27 Q1005 TEMPO 1500 SHRA=
VABB,170800Z,21011KT 2500 VCSH FEW012 SCT018 FEW025TCU BKN090 30/27 Q1005 TEMPO 1500 SHRA=
VABB,170830Z,24009G19KT 2500 VCSH FEW012 SCT018 FEW025TCU BKN090 31/27 Q1004 TEMPO 1500 SHRA=
VABB,170930Z,24013KT 2500 VCSH FEW012 SCT018 FEW025TCU BKN090 30/27 Q1004 TEMPO 1500 SHRA=
VABB,171000Z,24009G19KT 2500 HZ FEW012 SCT018 FEW025TCU BKN090 30/27 Q1004 TEMPO 1500 SHRA=
VABB,171030Z,24007G17KT 2500 HZ FEW012 SCT018 FEW025TCU BKN090 30/27 Q1004 TEMPO 1500 SHRA=
VABB,171100Z,24009G19KT 2500 HZ FEW012 SCT018 FEW025TCU BKN090 30/26 Q1004 TEMPO 1500 SHRA=
VABB,171130Z,24010G20KT 2500 HZ SCT018 FEW025TCU BKN090 30/26 Q1004 TEMPO 1500 SHRA=
VABB,171200Z,23007G17KT 2100 -RA FEW012 SCT018 FEW025TCU BKN090 30/26 Q1004 TEMPO 1500 SHRA=
VABB,171230Z,24012KT 2100 HZ SCT018 FEW025TCU BKN090 39/27 Q1004 NOSIG=
VABB,171300Z,24009KT 2100 HZ SCT018 FEW025TCU BKN090 29/26 Q1004 NOSIG=
VABB,171330Z,24007KT 2500 HZ SCT018 FEW025TCU BKN090 29/26 Q1004 TEMPO 1500 SHRA=
VABB,171500Z,24006KT 2500 HZ SCT018 FEW025TCU BKN090 29/26 Q1004 NOSIG=
VABB,171530Z,23008KT 2500 HZ SCT018 FEW025TCU BKN100 28/26 Q1005 NOSIG=
VABB,171600Z,23006KT 2500 HZ SCT018 FEW025TCU BKN100 28/25 Q1005 NOSIG=
VABB,171630Z,21008KT 2500 HZ SCT018 FEW025TCU BKN100 28/25 Q1005 NOSIG=
VABB,171700Z,22006KT 2500 HZ SCT018 FEW025TCU BKN100 28/25 Q1005 NOSIG=
VABB,171730Z,22007KT 2500 HZ FEW018 FEW025TCU BKN100 28/26 Q1005 NOSIG=
VABB,171800Z,22005KT 2500 HZ FEW018 FEW025TCU BKN100 28/26 Q1005 NOSIG=
VABB,171830Z,23010KT 2500 HZ FEW018 FEW025TCU BKN100 28/26 Q1005 NOSIG=
VABB,171900Z,23007KT 2500 HZ SCT018 FEW025TCU BKN100 28/26 Q1005 TEMPO 1500 SHRA=
VABB,171930Z,23007KT 2500 HZ SCT018 FEW025TCU BKN100 28/26 Q1005 TEMPO 1500 SHRA=
VABB,172100Z,22006KT 2500 HZ FEW018 FEW025TCU SCT100 28/25 Q1004 NOSIG=
VABB,172130Z,22006KT 2500 HZ SCT018 FEW025TCU SCT100 28/26 Q1004 NOSIG=
VABB,172200Z,23006KT 2500 HZ SCT018 FEW025TCU BKN100 28/26 Q1004 NOSIG=
VABB,172230Z,23008KT 2500 HZ SCT018 SCT025 BKN100 28/26 Q1004 NOSIG=
VABB,172300Z,24010KT 2500 HZ SCT018 SCT025 BKN100 28/26 Q1004 NOSIG=
VABB,172330Z,23007KT 2200 -DZ SCT018 SCT025 BKN090 27/25 Q1004 TEMPO 1500 SHRA=
VABB,180000Z,22003KT 2200 BR SCT018 SCT025 BKN090 27/25 Q1004 NOSIG=
VABB,180030Z,23009KT 2200 BR SCT018 SCT025 BKN090 28/26 Q1004 NOSIG=
VABB,180100Z,22008KT 2500 HZ SCT018 FEW025 SCT100 28/26 Q1004 NOSIG=
VABB,180130Z,24005KT 2500 HZ SCT018 SCT025 BKN100 28/26 Q1004 NOSIG=
VABB,180200Z,21009KT 2500 -DZ FEW012 SCT018 SCT025 BKN090 26/26 Q1004 NOSIG=
VABB,180230Z,19005KT 3000 BR SCT020 SCT025 BKN090 27/25 Q1005 NOSIG=
VABB,180300Z,21007KT 3000 BR SCT020 SCT025 BKN090 29/27 Q1005 NOSIG=
VABB,180330Z,22010KT 3000 BR SCT020 SCT025 BKN090 29/27 Q1006 NOSIG=
VABB,180400Z,23011KT 3000 BR SCT020 SCT025 BKN090 29/29 Q1006 NOSIG=
VABB,180430Z,21007G17KT 3000 BR SCT020 SCT025 BKN090 30/26 Q1006 NOSIG=
VABB,180500Z,21007G17KT 3000 BR SCT020 SCT025 BKN090 30/27 Q1006 NOSIG=
VABB,180530Z,21011G21KT 3000 HZ SCT020 SCT025 BKN090 31/27 Q1006 NOSIG=
VABB,180600Z,22008G18KT 3000 HZ SCT020 SCT025 BKN090 30/27 Q1006 NOSIG=
VABB,180630Z,22008G18KT 3000 HZ SCT020 SCT025 BKN090 31/27 Q1005 NOSIG=
VABB,180700Z,21007G17KT 2500 HZ SCT020 SCT025 BKN090 29/26 Q1005 NOSIG=
VABB,180730Z,23011G21KT 2500 HZ SCT020 SCT025 BKN090 30/27 Q1005 BECMG 3000 HZ=
VABB,180800Z,21011G21KT 3000 VCSH SCT020 SCT025 BKN090 30/27 Q1004 TEMPO 1500 SHRA=
VABB,180830Z,24007G17KT 1700 RA FEW012 SCT020 BKN090 27/26 Q1004 TEMPO 0800 +SHRA=
VABB,180900Z,24012G22KT 2500 HZ FEW012 SCT020 BKN090 28/28 Q1004 TEMPO 1500 SHRA=
VABB,180930Z,26007G17KT 2500 HZ FEW012 SCT020 BKN090 30/28 Q1004 TEMPO 1500 SHRA=
VABB,181000Z,23008G18KT 2500 HZ FEW018 SCT025 BKN100 31/27 Q1003 BECMG 3000 HZ=
VABB,181030Z,21010KT 3000 HZ FEW018 SCT025 BKN100 30/27 Q1003 NOSIG=
VABB,181100Z,22014KT 2500 VCSH FEW010 SCT018 BKN090 30/26 Q1003 TEMPO 1500 SHRA=
VABB,181130Z,20005KT 2200 VCSH FEW010 SCT018 BKN090 26/25 Q1004 TEMPO 1500 SHRA=
VABB,181200Z,24009KT 2500 -DZ SCT018 SCT025 BKN090 27/27 Q1004 NOSIG=
VABB,181230Z,23011KT 2500 HZ SCT018 SCT025 BKN090 28/27 Q1004 NOSIG=
VABB,181300Z,22007KT 2500 VCSH SCT018 SCT025 BKN090 28/27 Q1004 NOSIG=
VABB,181330Z,21010KT 2500 -RA FEW010 SCT018 BKN090 28/26 Q1005 TEMPO 1500 SHRA=
VABB,181400Z,25014G24KT 2100 RA FEW010 SCT018 FEW025TCU OVC090 26/26 Q1005 TEMPO 1500 SHRA=
VABB,181430Z,25010KT 2500 -DZ SCT018 FEW025TCU OVC090 26/26 Q1005 TEMPO 1500 SHRA=
VABB,181500Z,24007KT 2500 DZ SCT018 FEW025TCU OVC090 27/26 Q1006 TEMPO 1500 SHRA=
VABB,181530Z,23005KT 2500 -DZ SCT018 FEW025TCU OVC090 27/26 Q1006 TEMPO 1500 SHRA=
VABB,181600Z,15003KT 2500 DZ SCT018 FEW025TCU OVC090 27/26 Q1006 TEMPO 1500 SHRA=
VABB,181630Z,18004KT 2500 BR SCT018 FEW025TCU OVC080 27/26 Q1006 TEMPO 1500 SHRA=
VABB,181700Z,18005KT 2500 BR SCT018 FEW025TCU OVC080 28/26 Q1007 NOSIG=
VABB,181730Z,21008KT 1800 RA FEW012 SCT018 FEW025TCU OVC080 28/26 Q1007 TEMPO 1500 SHRA=
VABB,181800Z,24007KT 2100 VCSH FEW012 SCT018 FEW025TCU OVC080 26/26 Q1007 NOSIG=
VABB,181830Z,21005KT 2500 BR SCT018 FEW025TCU OVC080 27/26 Q1007 NOSIG=
VABB,181900Z,14003KT 2500 BR SCT018 FEW025TCU OVC080 27/27 Q1006 NOSIG=
VABB,181930Z,16006KT 2500 BR SCT018 FEW025TCU OVC080 27/27 Q1006 NOSIG=
VABB,182000Z,18007KT 2500 BR SCT018 FEW025TCU OVC090 27/26 Q1006 NOSIG=
VABB,182030Z,16006KT 2500 BR SCT018 FEW025TCU OVC090 27/26 Q1006 NOSIG=
VABB,182100Z,21007KT 2500 -DZ SCT018 FEW025TCU OVC090 27/26 Q1005 TEMPO 1500 SHRA=
VABB,182130Z,19004KT 2500 BR SCT018 FEW025TCU OVC090 27/27 Q1005 NOSIG=
VABB,182200Z,16004KT 2500 BR SCT018 FEW025TCU BKN090 27/27 Q1005 NOSIG=
VABB,182230Z,17007KT 2500 BR SCT018 FEW025TCU BKN090 27/26 Q1005 NOSIG=
VABB,182300Z,16004KT 1800 -RA SCT015 FEW025TCU BKN090 27/27 Q1005 TEMPO 1500 SHRA=
VABB,182330Z,19009KT 2500 BR SCT018 FEW025TCU BKN090 28/27 Q1005 TEMPO 1500 SHRA=
VABB,190000Z,21007KT 2500 BR SCT018 FEW025TCU BKN090 28/26 Q1005 NOSIG=
VABB,190030Z,19006KT 2500 BR SCT018 FEW025TCU BKN090 28/26 Q1005 NOSIG=
VABB,190100Z,24007KT 2500 BR SCT018 FEW025TCU BKN100 28/26 Q1006 NOSIG=
VABB,190130Z,21006KT 2500 BR SCT018 FEW025TCU BKN100 28/27 Q1006 BECMG 3000 BR=
VABB,190200Z,19006KT 3000 HZ SCT018 FEW025TCU BKN100 28/26 Q1006 NOSIG=
VABB,190230Z,20006KT 2500 VCSH FEW012 SCT018 FEW025TCU BKN090 28/27 Q1007 TEMPO 1500 SHRA=
VABB,190300Z,21006KT 2500 HZ SCT018 FEW025TCU BKN090 28/28 Q1007 NOSIG=
VABB,190330Z,16008KT 2500 HZ SCT018 FEW025TCU BKN090 29/27 Q1007 BECMG 3000 HZ=
VABB,190400Z,18009KT 3000 VCSH FEW012 SCT018 FEW025TCU BKN090 28/27 Q1007 NOSIG=
VABB,190430Z,17007KT 2500 VCSH FEW010 SCT018 FEW025TCU BKN090 29/28 Q1007 TEMPO 1500 SHRA=
VABB,190500Z,22009KT 2500 HZ FEW012 SCT018 FEW025TCU BKN090 29/27 Q1007 NOSIG=
VABB,190530Z,22010KT 2500 HZ FEW012 SCT018 FEW025TCU BKN090 30/27 Q1007 NOSIG=
VABB,190600Z,22010G20KT 2500 HZ SCT018 FEW025TCU BKN090 31/27 Q1007 BECMG 3000 HZ=
VABB,190630Z,22013KT 3000 HZ SCT018 FEW025TCU BKN090 31/27 Q1007 NOSIG=
VABB,190700Z,21012G22KT 3000 HZ SCT018 FEW025TCU BKN090 31/27 Q1007 NOSIG=
VABB,190730Z,23009G19KT 3000 HZ SCT018 FEW025TCU BKN090 31/27 Q1007 NOSIG=
VABB,190800Z,23008G18KT 3000 HZ SCT018 FEW025TCU 31/27 Q1006 NOSIG=
VABB,190830Z,21012G22KT 3000 HZ SCT018 FEW025TCU 31/26 Q1006 NOSIG=
VABB,190900Z,22009G19KT 3000 HZ SCT018 FEW025TCU 31/27 Q1006 NOSIG=
VABB,190930Z,23012KT 3000 HZ SCT018 FEW025TCU 31/28 Q1006 NOSIG=
VABB,191000Z,22008G18KT 3000 HZ SCT018 FEW025TCU 31/26 Q1006 NOSIG=
VABB,191030Z,23009G19KT 3000 HZ SCT018 FEW025TCU 31/27 Q1005 NOSIG=
VABB,191100Z,24007G17KT 3000 HZ SCT018 FEW025TCU 30/27 Q1005 NOSIG=
VABB,191130Z,22012KT 3000 HZ SCT018 FEW025TCU 30/27 Q1005 NOSIG=
VABB,191200Z,24012KT 3000 HZ SCT018 FEW025TCU 30/29 Q1005 NOSIG=
VABB,191230Z,22012KT 3000 HZ SCT018 FEW025TCU 30/26 Q1005 NOSIG=
VABB,191300Z,22008KT 3000 HZ SCT018 FEW025TCU 29/26 Q1006 NOSIG=
VABB,191330Z,21008KT 3000 HZ SCT018 FEW025TCU 29/26 Q1006 NOSIG=
VABB,191400Z,17006KT 3000 HZ SCT018 FEW025TCU 29/27 Q1006 NOSIG=
VABB,191430Z,21007KT 3000 HZ SCT018 FEW025TCU 29/26 Q1007 NOSIG=
VABB,191500Z,18005KT 3000 HZ SCT018 FEW025TCU 29/26 Q1007 NOSIG=
VABB,191530Z,17008G18KT 3000 HZ SCT018 FEW025TCU 28/27 Q1007 NOSIG=
VABB,191600Z,16006KT 3000 HZ SCT018 FEW025TCU BKN090 28/27 Q1007 NOSIG=
VABB,191630Z,19010KT 3000 HZ SCT018 FEW025TCU BKN090 28/27 Q1008 NOSIG=
VABB,191700Z,15005KT 3000 BR SCT018 FEW025TCU BKN090 27/27 Q1008 NOSIG=
VABB,191730Z,17007KT 3000 BR SCT018 FEW025TCU BKN090 27/27 Q1008 NOSIG=
VABB,191800Z,17007KT 3000 BR SCT018 FEW025TCU BKN090 27/27 Q1008 NOSIG=
VABB,191830Z,17007KT 3000 BR SCT018 FEW025TCU BKN090 28/27 Q1007 NOSIG=
VABB,191900Z,16006KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 27/27 Q1007 NOSIG=
VABB,191930Z,16006KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 27/27 Q1007 NOSIG=
VABB,192000Z,16006KT 2500 BR SCT018 FEW025TCU BKN090 27/27 Q1007 NOSIG=
VABB,192030Z,20006KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 27/27 Q1007 NOSIG=
VABB,192100Z,13005KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 27/27 Q1007 NOSIG=
VABB,192130Z,20009KT 2100 -RA FEW012 SCT018 FEW025TCU BKN090 27/27 Q1006 TEMPO 1500 SHRA=
VABB,192200Z,20009KT 2500 VCSH FEW012 SCT018 FEW025TCU BKN090 27/27 Q1006 TEMPO 1500 SHRA=
VABB,192330Z,11005KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 27/26 Q1006 TEMPO 1500 SHRA=
VABB,200000Z,03006KT 2100 -RA FEW012 SCT018 FEW025TCU BKN090 27/27 Q1006 TEMPO 1500 SHRA=
VABB,200030Z,14004KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 27/27 Q1006 NOSIG=
VABB,200100Z,18003KT 2500 VCSH FEW012 SCT018 FEW025TCU BKN090 27/27 Q1007 TEMPO 1500 SHRA=
VABB,200130Z,14004KT 2500 BR FEW012 SCT018 FEW025TCU BKN090 27/27 Q1007 TEMPO 1500 SHRA=
VABB,200200Z,15005KT 2200 -RA FEW012 SCT018 FEW025TCU BKN090 27/27 Q1007 TEMPO 1500 SHRA=
VABB,200230Z,12004KT 2200 VCSH FEW012 SCT018 FEW025TCU BKN090 27/27 Q1007 TEMPO 1500 SHRA=
VABB,200300Z,12006KT 1700 -RA FEW012 SCT018 FEW025TCU BKN090 27/27 Q1008 TEMPO 0800 +SHRA=
VABB,200330Z,16005KT 2500 VCSH FEW012 SCT018 FEW025TCU BKN090 28/27 Q1008 TEMPO 1500 SHRA=
VABB,200400Z,19006KT 1800 -RA FEW012 SCT018 FEW025TCU BKN090 29/27 Q1008 TEMPO 1500 SHRA=
VABB,200430Z,21006KT 2100 -RA FEW012 SCT018 FEW025TCU BKN090 29/28 Q1008 TEMPO 1500 SHRA=
VABB,200500Z,23007KT 2500 HZ SCT018 FEW025TCU BKN090 29/28 Q1008 NOSIG=
VABB,200530Z,18007KT 2500 HZ SCT018 FEW025TCU BKN090 31/28 Q1008 BECMG 3000 HZ=
VABB,200600Z,18007G17KT 3000 HZ SCT018 SCT025 BKN090 31/28 Q1008 NOSIG=
VABB,200630Z,21009KT 3000 HZ SCT018 SCT025 BKN090 30/27 Q1008 NOSIG=
VABB,200700Z,23011KT 3000 HZ SCT018 SCT025 BKN090 31/27 Q1007 NOSIG=
VABB,200730Z,22007G17KT 1900 -SHRA FEW010 SCT018 FEW025TCU BKN090 28/27 Q1007 TEMPO 1500 SHRA=
VABB,200800Z,21008G18KT 2500 HZ SCT018 FEW025TCU BKN090 30/28 Q1006 NOSIG=
VABB,200830Z,22007KT 2500 HZ SCT018 FEW025TCU BKN090 30/27 Q1006 NOSIG=
VABB,200900Z,23007G17KT 1700 R27/1900 HZ SCT018 FEW025TCU BKN090 29/27 Q1006 TEMPO 1500 SHRA=
VABB,200930Z,23010KT 2100 R27/1900 HZ SCT018 FEW025TCU BKN090 30/27 Q1005 TEMPO 1500 SHRA=
VABB,201000Z,23007G17KT 2100 BR SCT018 FEW025TCU BKN090 29/27 Q1005 TEMPO 1500 SHRA=
VABB,201030Z,24010KT 2100 VCSH FEW012 SCT018 FEW025TCU BKN090 28/27 Q1005 TEMPO 1500 SHRA=
VABB,201100Z,24010KT 1000 R27/1200 RA FEW012 SCT018 FEW025TCU OVC080 28/27 Q1005 TEMPO 0600 +SHRA=
VABB,201130Z,23005KT 2100 VCSH FEW012 SCT018 FEW030CB OVC090 27/27 Q1005 TEMPO 1500 SHRA=
VABB,201200Z,23004KT 1500 -RA FEW012 SCT018 FEW030CB OVC090 27/27 Q1005 TEMPO 0800 SHRA=
VABB,201230Z,21005KT 2100 -RA FEW012 SCT018 FEW030CB OVC090 27/27 Q1005 TEMPO 1500 SHRA=
VABB,201300Z,22004KT 2500 -RA FEW012 SCT018 FEW030CB OVC090 27/27 Q1006 TEMPO 1500 SHRA=
VABB,201330Z,23004KT 2500 BR SCT018 FEW030CB BKN090 28/27 Q1006 NOSIG=
VABB,201400Z,15004KT 2100 -RA FEW012 SCT018 FEW030CB BKN090 28/27 Q1007 TEMPO 1500 SHRA=
VABB,201430Z,15004KT 1500 RA FEW010 SCT015 FEW030CB OVC090 27/27 Q1007 TEMPO 0800 +SHRA=
VABB,201500Z,13003KT 2100 BR SCT018 FEW030CB BKN090 27/27 Q1008 TEMPO 1500 SHRA=
VABB,201530Z,17004KT 2100 BR SCT018 FEW030CB BKN090 27/26 Q1008 TEMPO 1500 SHRA=
VABB,201600Z,12006KT 2100 -RA FEW012 SCT018 FEW030CB BKN090 27/26 Q1008 TEMPO 1500 SHRA=
VABB,201630Z,13006KT 2100 -DZ FEW012 SCT018 FEW030CB BKN090 27/26 Q1008 TEMPO 1500 SHRA=
VABB,201700Z,16007KT 2500 HZ SCT018 FEW030CB BKN090 27/27 Q1008 NOSIG=
VABB,201730Z,22004KT 2500 HZ SCT018 FEW030CB BKN090 27/27 Q1008 NOSIG=
VABB,201800Z,17003KT 2500 HZ SCT018 FEW030CB BKN090 27/27 Q1008 NOSIG=
VABB,201830Z,16004KT 2500 HZ SCT018 FEW030CB BKN090 27/27 Q1008 NOSIG=
